id;title;description;image;keywords;synops_small;synops_med;synops_long;category;channel;language;release_date;duration_sec;topic;Start;End;Integers Missing
529;Apostasy;A member of a Jehovah's Witness congregation is challenged when her sister transgresses.;https://ichef.bbci.co.uk/images/ic/{recipe}/p08w4fgk.jpg;BBC, iPlayer, TV, Apostasy;A member of a Jehovah's Witness congregation is challenged when her sister transgresses.;Drama. Alex, a faithful member of the Jehovah's Witness congregation in Oldham, is challenged when her sister transgresses and is barred from the faith.;Just turned 18, Alex, a faithful member of the Jehovah's Witness congregation in Oldham, is challenged when her sister transgresses and is barred from the faith.  Part of the British Film Premiere season from BBC Film and the BFI.;Film - Drama;bbc_two;FALSE;01/01/2015;5370;films;529.0;530.0;0.0
530;Sorry We Missed You;After taking a job as a delivery driver, Ricky finds it exacts a heavy toll.;https://ichef.bbci.co.uk/images/ic/{recipe}/p0blqp6w.jpg;BBC, iPlayer, TV, Sorry We Missed You;After taking a job as a delivery driver, Ricky finds it exacts a heavy toll.;Ricky Turner takes a job as a delivery driver on a zero-hours contract, thinking it's a step towards independence for his family. Instead, he finds the poor working conditions exact a heavy toll.;Ricky Turner takes a job as a delivery driver on a zero-hours contract, thinking it's a step towards independence and stability for his family. Instead, he finds the unforgiving working conditions and demanding schedule exact a heavy toll. With his wife Abbie needing to be at her job as a home carer and their graffiti artist son Seb's habit of playing truant, Ricky and Abbie find they always need to be in two places at once and give everything they can to try and help their family.;Film - Drama;bbc_two;Contains very strong language.;01/01/2018;5784;films;530.0;531.0;0.0
531;Double Dynamite;A poor bank teller finds himself branded a thief when he saves the life of a bookie.;https://ichef.bbci.co.uk/images/ic/{recipe}/p09lnl5j.jpg;BBC, iPlayer, TV, Double Dynamite;A poor bank teller finds himself branded a thief when he saves the life of a bookie.;Comedy in which a poor bank teller (Frank Sinatra) finds himself branded a thief when his sudden mysterious affluence arouses the suspicion of his friends.;Bank teller Johnny Dalton, too poor to marry his sweetheart, saves a big-time bookie from a beating and receives a munificent reward... which just happens to match a mysterious shortage at the bank!;Film - Comedy;bbc_two;FALSE;01/01/1951;4632;films;531.0;532.0;0.0
532;Man on the Moon;Biopic of controversial comedian and star of Taxi and Saturday Night Live, Andy Kaufman.;https://ichef.bbci.co.uk/images/ic/{recipe}/p05mwz8b.jpg;BBC, iPlayer, TV, Man on the Moon;Biopic of controversial comedian and star of Taxi and Saturday Night Live, Andy Kaufman.;Biopic of controversial comedian Andy Kaufman. Star of Taxi and Saturday Night Live, Kaufman's unorthodox humour was often misunderstood. With Jim Carrey and Courtney Love.;Biopic of controversial comedian Andy Kaufman, starring Jim Carrey.   Star of Taxi and Saturday Night Live, Kaufman was a troubled individual for whom the boundaries of reality and stage performance were often blurred. Frequently misunderstood, even by those closest to him, he remained a strictly maverick entertainer until his untimely death from lung cancer in 1984.;Film - Biopic;bbc_three;Contains very strong language.;01/01/1999;6578;films;532.0;533.0;0.0
533;My Feral Heart;A young man with Down’s syndrome is forced into a care home after the death of his mother.;https://ichef.bbci.co.uk/images/ic/{recipe}/p099dmwd.jpg;BBC, iPlayer, TV, My Feral Heart;A young man with Down’s syndrome is forced into a care home after the death of his mother.;Film drama. Luke, a young man with Down’s syndrome who prizes his independence, is forced into a care home after his mother dies. There he makes friends with a mysterious girl.;Luke, a young man with Down’s syndrome who prizes his independence, is forced into a care home after the death of his mother. There he rails against the restrictions imposed on him, but his frustrations are allayed by his budding friendships with his care worker Eve and a mysterious feral girl.;Film - Drama;bbc_four;Contains some strong language.;01/01/2016;4500;films;533.0;534.0;0.0
534;Anne of Windy Poplars;Sentimental drama about an ambitious young teacher arriving in a small town.;https://ichef.bbci.co.uk/images/ic/{recipe}/p08xzbn5.jpg;BBC, iPlayer, TV, Anne of Windy Poplars;Sentimental drama about an ambitious young teacher arriving in a small town.;Sentimental drama about an ambitious young teacher who arrives in a small town to take the job of vice-principal. Based on one of L M Montgomery's 'Anne of Green Gables' sequels.;Sentimental drama about an ambitious young teacher who arrives in a small town to take the job of vice-principal. Based on one of L M Montgomery's 'Anne of Green Gables' sequels.;Film - Family;bbc_two;FALSE;01/01/1940;4912;films;534.0;535.0;0.0
535;Madagascar: Escape 2 Africa;Animated adventure sequel in which the zoo animals crash-land in mainland Africa.;https://ichef.bbci.co.uk/images/ic/{recipe}/p08ybryl.jpg;BBC, iPlayer, TV, Madagascar: Escape 2 Africa;Animated adventure sequel in which the zoo animals crash-land in mainland Africa.;Animated adventure sequel, following the adventures of the animals from a New York zoo who have become trapped on an African island and try to make their way home.;Animated adventure sequel, continuing the adventures of the animals from a New York zoo who have become trapped on an African island. While attempting to fly a plane back to New York, the animals crash-land in mainland Africa, where they are amazed to be reunited with more of their own kind and, in some cases, their actual families. Unfortunately, life in Africa is not what it first seems, with Alex soon falling foul of lion etiquette and the humans causing problems for all of the wild animals of the savannah.  Featuring the voices of Ben Stiller (Alex the Lion), Jada Pinkett (Gloria the Hippo), David Schwimmer (Melman the Giraffe), Chris Rock (Marty the Zebra), Cedric the Entertainer (Maurice the Aye-Aye), Andy Richter (Mort the Lemur), Sacha Baron Cohen (King Julien the Lemur), Bernie Mac (Zuba the Lion), Alec Baldwin (Makunga the Lion), Chris Miller (Kowalski the Penguin) and Tom McGrath (Skipper the Penguin).;Film - Family;bbc_one;FALSE;01/01/2008;4618;films;535.0;536.0;0.0
536;Masked and Anonymous;Written by and starring Bob Dylan and set in the near-future in a fictional America.;https://ichef.bbci.co.uk/images/ic/{recipe}/p09hv5wy.jpg;BBC, iPlayer, TV, Masked and Anonymous;Written by and starring Bob Dylan and set in the near-future in a fictional America.;Written by and starring Bob Dylan. Against the backdrop of a nation on the brink of revolution, a singer is forced to make a comeback to the stage for a benefit concert.;Written by and starring Bob Dylan and set in the near-future in a fictional America. Against the backdrop of a nation on the brink of revolution, a singer, whose career has gone on a downward spiral, is forced to make a comeback to the performance stage for a benefit concert.;Film - Drama;bbc_two;Contains some strong language.;01/01/2004;5885;films;536.0;537.0;0.0
537;Every Day;A teenage girl falls in love with an entity called A, who inhabits a new body every day.;https://ichef.bbci.co.uk/images/ic/{recipe}/p09nf94d.jpg;BBC, iPlayer, TV, Every Day;A teenage girl falls in love with an entity called A, who inhabits a new body every day.;16-year old Rhiannon falls in love with a mysterious soul named A, who inhabits a different body every day. The two work each day to find one another, not knowing what or who the next day will bring.;16-year old Rhiannon falls in love with a mysterious soul named A, who inhabits a different body every day. Feeling an unmatched connection, Rhiannon and A work each day to find one another, not knowing what or who the next day will bring. The more the two fall in love, the more the realities of the situation take a toll, leaving the couple to face the hardest decision either has ever had to make.;Film - Romance;bbc_two;Contains language which may offend.;01/01/2018;5340;films;537.0;538.0;0.0
538;The Curse of the Cat People;Film sequel. A lonely young girl conjures up the spirit of her father's first wife.;https://ichef.bbci.co.uk/images/ic/{recipe}/p08xvff3.jpg;BBC, iPlayer, TV, The Curse of the Cat People;Film sequel. A lonely young girl conjures up the spirit of her father's first wife.;A lonely young girl conjures up the spirit of Irena - her father's first wife, a woman who believed herself to be descended from a cat.;The follow-up to the seminal Cat People, this is the tale of a lonely young girl who conjures up the spirit of Irena - her father's first wife - to provide herself with a companion. But Irena believed herself to be descended from a race of cat people, and before long the fiendish feline is on the prowl again.;Film - Horror;bbc_two;FALSE;01/01/1944;4012;films;538.0;539.0;0.0
539;The Deer Hunter;Three friends from a steel town in Pennsylvania suffer the traumas of the Vietnam War.;https://ichef.bbci.co.uk/images/ic/{recipe}/p089knhg.jpg;BBC, iPlayer, TV, The Deer Hunter;Three friends from a steel town in Pennsylvania suffer the traumas of the Vietnam War.;Three friends from a steel town in Pennsylvania are drafted to fight in Vietnam, finding themselves in a war in which there are no rules but survival.;Clairton, Pennsylvania, 1960s. Three close friends from the steelworks, Mike, Nick and Steve, prepare to leave for service in Vietnam, but not before Steve`s wedding is celebrated in grand style. The festivities turn into a painful farewell as the three men become embroiled in a war in which there are no rules but survival, and the enemy have devised a deadly game of Russian roulette for their prisoners.;Film - War;bbc_one;Contains very strong language, some violence and disturbing scenes.;01/01/1978;10496;films;539.0;540.0;0.0
540;The Magnificent Ambersons;The story of the rise and fall of a great American family, directed by Orson Welles.;https://ichef.bbci.co.uk/images/ic/{recipe}/p08dym4n.jpg;BBC, iPlayer, TV, The Magnificent Ambersons;The story of the rise and fall of a great American family, directed by Orson Welles.;Orson Welles's period drama telling the story of a wilful son of the proud Amberson family, who destroys his mother's hopes of marrying her first love - a recent widower.;Orson Welles's period drama telling the story of a wilful son of the proud Amberson family who destroys his mother's hopes of marrying her first love - a recent widower. Refusing to move with the times, he not only causes his mother to suffer but also brings about his own financial ruin.   Based on the novel by Booth Tarkington.;Film - Drama;bbc_two;FALSE;01/01/1942;5052;films;540.0;541.0;0.0
